"x:11,y:15","x:16,y:8","x:14,y:6","x:3,y:12","x:8,y:18","x:15,y:15","x:19,y:2","x:7,y:18","[(6, 3), (4, 1), (0, 2), (5, 7)]",39.716131326048966,46.37562735790398,1.1676773595389738

"x:12,y:16","x:8,y:14","x:2,y:7","x:10,y:18","x:20,y:19","x:16,y:16","x:0,y:19","x:9,y:2","[(6, 3), (4, 1), (0, 2), (5, 7)]",48.406388014983,53.807555815963084,1.1115796493493437

"x:9,y:15","x:16,y:14","x:17,y:10","x:14,y:14","x:16,y:6","x:18,y:1","x:8,y:14","x:0,y:5","[(6, 3), (4, 1), (0, 2), (5, 7)]",40.58369804892147,53.53284520542179,1.319072627164011

"x:5,y:20","x:0,y:12","x:18,y:17","x:3,y:3","x:17,y:20","x:13,y:4","x:9,y:15","x:20,y:9","[(6, 3), (4, 1), (0, 2), (5, 7)]",61.76012533563954,68.64772329659205,1.1115217613876494

"x:7,y:16","x:13,y:11","x:15,y:7","x:20,y:11","x:19,y:14","x:1,y:8","x:19,y:10","x:4,y:12","[(6, 3), (4, 1), (0, 2), (5, 7)]",33.56708078594708,39.46018826391611,1.175562108470159

"x:12,y:15","x:7,y:4","x:19,y:13","x:7,y:18","x:17,y:7","x:7,y:8","x:12,y:16","x:13,y:14","[(6, 3), (4, 1), (0, 2), (5, 7)]",36.82742885028704,38.043796760454725,1.0330288577872904

"x:6,y:4","x:15,y:19","x:10,y:18","x:20,y:3","x:8,y:11","x:20,y:16","x:0,y:14","x:4,y:8","[(6, 3), (4, 1), (0, 2), (5, 7)]",59.99885411395333,72.14697534863998,1.2024725540860204

"x:9,y:9","x:17,y:4","x:11,y:4","x:9,y:17","x:7,y:17","x:13,y:5","x:13,y:0","x:20,y:9","[(6, 3), (4, 1), (0, 2), (5, 7)]",44.28887538728562,49.96779666562241,1.1282245536531976

"x:15,y:13","x:6,y:2","x:13,y:13","x:7,y:15","x:2,y:5","x:16,y:10","x:18,y:16","x:9,y:8","[(6, 3), (4, 1), (0, 2), (5, 7)]",33.84080183755664,33.84080183755664,1.0

"x:18,y:4","x:13,y:19","x:9,y:4","x:14,y:14","x:3,y:0","x:3,y:14","x:9,y:1","x:1,y:3","[(6, 3), (4, 1), (0, 2), (5, 7)]",51.89606148403806,53.194709293957516,1.025024014786149

"x:9,y:9","x:16,y:16","x:9,y:3","x:14,y:0","x:9,y:4","x:10,y:12","x:20,y:1","x:5,y:5","[(6, 3), (4, 1), (0, 2), (5, 7)]",40.09742627925366,40.09742627925367,1.0000000000000002

"x:1,y:17","x:14,y:15","x:12,y:17","x:14,y:16","x:5,y:16","x:2,y:3","x:18,y:16","x:7,y:10","[(6, 3), (4, 1), (0, 2), (5, 7)]",33.35712200236232,33.35712200236232,1.0

"x:12,y:12","x:15,y:6","x:9,y:12","x:10,y:12","x:20,y:10","x:4,y:12","x:12,y:8","x:16,y:4","[(6, 3), (4, 1), (0, 2), (5, 7)]",24.24474349039663,25.24474349039663,1.0412460540321287

"x:8,y:9","x:7,y:11","x:10,y:9","x:6,y:20","x:5,y:7","x:5,y:11","x:20,y:14","x:10,y:14","[(6, 3), (4, 1), (0, 2), (5, 7)]",31.295362491011044,31.29536249101104,0.9999999999999999

"x:3,y:18","x:3,y:12","x:19,y:12","x:17,y:6","x:2,y:12","x:15,y:7","x:14,y:15","x:6,y:20","[(6, 3), (4, 1), (0, 2), (5, 7)]",47.93739040289289,51.32601097411908,1.0706884655744986

"x:8,y:15","x:9,y:17","x:18,y:4","x:15,y:7","x:12,y:10","x:7,y:16","x:11,y:10","x:10,y:9","[(6, 3), (4, 1), (0, 2), (5, 7)]",29.538682001093083,33.55074977862936,1.1358241974840926

"x:1,y:18","x:0,y:8","x:19,y:4","x:19,y:9","x:4,y:10","x:12,y:17","x:12,y:16","x:14,y:9","[(6, 3), (4, 1), (0, 2), (5, 7)]",43.307711968739696,43.84748248258825,1.0124636118906067

"x:17,y:3","x:13,y:11","x:1,y:0","x:4,y:14","x:17,y:18","x:14,y:4","x:18,y:20","x:19,y:3","[(6, 3), (4, 1), (0, 2), (5, 7)]",50.234066627861445,59.57030762038634,1.1858547718560917

"x:18,y:9","x:1,y:7","x:15,y:0","x:8,y:11","x:13,y:10","x:11,y:20","x:10,y:7","x:11,y:15","[(6, 3), (4, 1), (0, 2), (5, 7)]",41.36288688451534,44.51007862215788,1.076087332744193

"x:12,y:17","x:14,y:11","x:12,y:2","x:13,y:20","x:1,y:19","x:17,y:14","x:18,y:3","x:10,y:20","[(6, 3), (4, 1), (0, 2), (5, 7)]",50.09858917100158,52.81024451483162,1.0541263813752189

"x:0,y:3","x:9,y:13","x:11,y:13","x:20,y:7","x:14,y:9","x:14,y:2","x:4,y:6","x:20,y:11","[(6, 3), (4, 1), (0, 2), (5, 7)]",40.90513461051242,42.929289069811205,1.0494841168125282

"x:5,y:15","x:7,y:19","x:5,y:12","x:3,y:15","x:1,y:3","x:3,y:20","x:12,y:6","x:3,y:12","[(6, 3), (4, 1), (0, 2), (5, 7)]",34.034330495203015,37.09594316407815,1.0899566004187053

"x:4,y:11","x:14,y:12","x:7,y:3","x:20,y:11","x:5,y:14","x:8,y:3","x:5,y:20","x:17,y:1","[(6, 3), (4, 1), (0, 2), (5, 7)]",43.2281328503699,50.50616169911207,1.1683632479324142

"x:20,y:17","x:10,y:1","x:17,y:7","x:3,y:13","x:13,y:3","x:11,y:14","x:7,y:14","x:17,y:2","[(6, 3), (4, 1), (0, 2), (5, 7)]",39.87556162663033,48.088104050639,1.205954275977496

"x:14,y:0","x:1,y:12","x:8,y:14","x:18,y:0","x:16,y:12","x:10,y:6","x:19,y:8","x:4,y:19","[(6, 3), (4, 1), (0, 2), (5, 7)]",50.97424302494484,50.97424302494483,0.9999999999999999

"x:7,y:12","x:10,y:0","x:17,y:11","x:1,y:0","x:7,y:15","x:0,y:3","x:11,y:10","x:18,y:19","[(6, 3), (4, 1), (0, 2), (5, 7)]",57.96688747896456,57.96688747896456,1.0

"x:0,y:15","x:17,y:10","x:5,y:17","x:0,y:5","x:7,y:5","x:16,y:15","x:6,y:18","x:8,y:3","[(6, 3), (4, 1), (0, 2), (5, 7)]",47.8788380626108,52.2959310044534,1.09225564196162

"x:7,y:18","x:4,y:18","x:8,y:12","x:6,y:8","x:19,y:4","x:7,y:12","x:0,y:8","x:15,y:1","[(6, 3), (4, 1), (0, 2), (5, 7)]",43.33344948823552,48.68122887064228,1.1234099626400296

"x:4,y:12","x:8,y:15","x:6,y:2","x:9,y:13","x:18,y:11","x:10,y:0","x:4,y:18","x:19,y:13","[(6, 3), (4, 1), (0, 2), (5, 7)]",42.082727876911996,54.791075785976325,1.3019848890555539

"x:14,y:2","x:17,y:1","x:11,y:18","x:14,y:11","x:8,y:18","x:0,y:9","x:17,y:10","x:2,y:11","[(6, 3), (4, 1), (0, 2), (5, 7)]",51.771780344380275,51.771780344380275,1.0

"x:8,y:2","x:10,y:19","x:20,y:17","x:5,y:3","x:6,y:12","x:3,y:7","x:0,y:14","x:19,y:19","[(6, 3), (4, 1), (0, 2), (5, 7)]",47.44566906627206,50.60794672644044,1.0666505019826218

"x:17,y:7","x:0,y:5","x:12,y:8","x:9,y:19","x:6,y:2","x:17,y:18","x:10,y:18","x:11,y:2","[(6, 3), (4, 1), (0, 2), (5, 7)]",42.30419953876347,45.502238565949035,1.0755962543211623

"x:4,y:4","x:15,y:13","x:8,y:17","x:20,y:2","x:5,y:0","x:18,y:7","x:11,y:7","x:11,y:1","[(6, 3), (4, 1), (0, 2), (5, 7)]",50.3795678605568,67.4567628581985,1.3389706526445178

"x:6,y:6","x:4,y:14","x:0,y:11","x:7,y:14","x:19,y:5","x:10,y:13","x:7,y:4","x:7,y:1","[(6, 3), (4, 1), (0, 2), (5, 7)]",41.25018989236712,43.249189494090075,1.0484603733204354

"x:1,y:7","x:7,y:17","x:15,y:0","x:16,y:15","x:16,y:0","x:9,y:9","x:12,y:1","x:13,y:18","[(6, 3), (4, 1), (0, 2), (5, 7)]",48.53301826719805,59.936943648873715,1.2349725153892441

"x:5,y:18","x:12,y:2","x:15,y:19","x:8,y:19","x:10,y:16","x:0,y:7","x:20,y:19","x:6,y:5","[(6, 3), (4, 1), (0, 2), (5, 7)]",45.942723812199446,54.041872447455084,1.1762879508050637

