"x:16,y:17","x:20,y:13","x:16,y:16","x:18,y:5","[(3, 1), (0, 2)]",14.246211251235323,14.246211251235323,1.0
"x:19,y:10","x:10,y:19","x:0,y:20","x:2,y:5","[(3, 1), (0, 2)]",37.9105436329003,37.9105436329003,1.0
"x:18,y:8","x:19,y:13","x:4,y:9","x:2,y:14","[(3, 1), (0, 2)]",31.04834939252005,31.04834939252005,1.0
"x:18,y:15","x:11,y:8","x:17,y:1","x:9,y:15","[(3, 1), (0, 2)]",25.499654346573404,25.4996543465734,0.9999999999999999
"x:0,y:20","x:18,y:4","x:5,y:11","x:4,y:11","[(3, 1), (0, 2)]",26.948105983485533,29.5296461204668,1.0957967190185203
"x:2,y:9","x:0,y:20","x:5,y:16","x:18,y:19","[(3, 1), (0, 2)]",27.36056140742309,27.36056140742309,1.0
"x:9,y:5","x:11,y:1","x:14,y:19","x:9,y:1","[(3, 1), (0, 2)]",20.866068747318508,20.866068747318508,1.0
"x:5,y:8","x:11,y:4","x:12,y:3","x:2,y:17","[(3, 1), (0, 2)]",18.11214909380621,18.11214909380621,1.0
"x:8,y:4","x:17,y:12","x:4,y:20","x:4,y:1","[(3, 1), (0, 2)]",33.53401708126294,45.79301256742124,1.3655689521613559
"x:9,y:6","x:7,y:19","x:17,y:16","x:5,y:0","[(3, 1), (0, 2)]",30.45765753470423,30.45765753470423,1.0
"x:1,y:3","x:17,y:5","x:7,y:2","x:12,y:3","[(3, 1), (0, 2)]",16.56694685102551,16.566946851025506,0.9999999999999998
"x:17,y:18","x:15,y:4","x:5,y:10","x:4,y:1","[(3, 1), (0, 2)]",34.59927501285975,34.59927501285975,1.0
"x:13,y:16","x:18,y:8","x:19,y:17","x:15,y:13","[(3, 1), (0, 2)]",15.519265700607509,15.519265700607509,1.0
"x:12,y:7","x:19,y:19","x:1,y:13","x:5,y:10","[(3, 1), (0, 2)]",34.17328106323491,34.1732810632349,0.9999999999999998
"x:9,y:12","x:11,y:14","x:11,y:6","x:2,y:12","[(3, 1), (0, 2)]",16.15298244508295,16.152982445082948,0.9999999999999998
"x:17,y:14","x:0,y:13","x:9,y:1","x:15,y:6","[(3, 1), (0, 2)]",32.609406284388825,45.0,1.379969926700044
"x:0,y:1","x:20,y:12","x:9,y:10","x:4,y:7","[(3, 1), (0, 2)]",29.739213843702103,33.54101966249685,1.1278381412089633
"x:4,y:15","x:20,y:13","x:20,y:14","x:20,y:11","[(3, 1), (0, 2)]",19.0312195418814,19.0312195418814,1.0
"x:13,y:17","x:16,y:12","x:0,y:2","x:18,y:9","[(3, 1), (0, 2)]",29.285936411588494,37.73592452822641,1.2885339911239526
"x:7,y:3","x:7,y:12","x:13,y:13","x:12,y:4","[(3, 1), (0, 2)]",20.181782043891,20.181782043891,1.0
"x:20,y:7","x:12,y:3","x:9,y:0","x:19,y:18","[(3, 1), (0, 2)]",24.232273614305704,24.232273614305704,1.0
"x:18,y:16","x:11,y:12","x:17,y:16","x:11,y:5","[(3, 1), (0, 2)]",15.21110255092798,15.21110255092798,1.0
"x:13,y:6","x:16,y:19","x:13,y:10","x:19,y:1","[(3, 1), (0, 2)]",21.297082656411792,21.297082656411796,1.0000000000000002
"x:16,y:17","x:0,y:6","x:5,y:6","x:1,y:17","[(3, 1), (0, 2)]",31.04536101718726,31.04536101718726,1.0
"x:3,y:20","x:5,y:2","x:10,y:6","x:17,y:11","[(3, 1), (0, 2)]",30.657925346974004,30.657925346974004,1.0
"x:12,y:19","x:17,y:19","x:11,y:13","x:16,y:10","[(3, 1), (0, 2)]",16.97056274847714,16.97056274847714,1.0
"x:10,y:5","x:1,y:9","x:20,y:20","x:20,y:5","[(3, 1), (0, 2)]",43.9089968002003,47.29310201806365,1.0770708844308625
"x:5,y:14","x:2,y:0","x:14,y:17","x:13,y:8","[(3, 1), (0, 2)]",32.143688627378,32.143688627378,1.0
"x:10,y:6","x:15,y:0","x:3,y:10","x:17,y:0","[(3, 1), (0, 2)]",17.872507424205203,17.872507424205203,1.0
"x:19,y:14","x:8,y:13","x:6,y:5","x:19,y:5","[(3, 1), (0, 2)]",28.291572268422584,28.291572268422584,1.0
"x:14,y:15","x:8,y:17","x:15,y:20","x:12,y:10","[(3, 1), (0, 2)]",16.808739641064047,16.808739641064047,1.0
"x:0,y:9","x:19,y:6","x:12,y:18","x:9,y:16","[(3, 1), (0, 2)]",29.14944115018632,41.677331968349414,1.4297815094847202
"x:1,y:12","x:11,y:2","x:5,y:8","x:16,y:1","[(3, 1), (0, 2)]",19.241155137323737,19.241155137323734,0.9999999999999998
"x:19,y:14","x:1,y:6","x:10,y:14","x:3,y:13","[(3, 1), (0, 2)]",23.351177701145993,23.351177701145993,1.0
"x:15,y:3","x:8,y:9","x:2,y:15","x:16,y:19","[(3, 1), (0, 2)]",30.51107430639715,30.511074306397155,1.0000000000000002
"x:14,y:4","x:18,y:20","x:14,y:0","x:7,y:19","[(3, 1), (0, 2)]",31.537783519657903,31.537783519657903,1.0
"x:8,y:0","x:13,y:15","x:6,y:0","x:20,y:17","[(3, 1), (0, 2)]",25.091498190122415,25.091498190122415,1.0
"x:11,y:7","x:14,y:13","x:14,y:10","x:8,y:8","[(3, 1), (0, 2)]",10.404918347287664,10.404918347287664,1.0
"x:20,y:2","x:14,y:12","x:19,y:3","x:15,y:19","[(3, 1), (0, 2)]",18.780911515225572,18.780911515225572,1.0
"x:13,y:18","x:15,y:0","x:5,y:7","x:11,y:20","[(3, 1), (0, 2)]",28.636453249215336,28.636453249215336,1.0
"x:17,y:8","x:6,y:4","x:5,y:6","x:7,y:14","[(3, 1), (0, 2)]",22.144183018425714,22.14418301842571,0.9999999999999999
"x:9,y:19","x:15,y:13","x:8,y:15","x:9,y:11","[(3, 1), (0, 2)]",14.570766571572081,14.57076657157208,0.9999999999999999
"x:0,y:10","x:15,y:17","x:17,y:15","x:1,y:4","[(3, 1), (0, 2)]",25.46413501229126,25.46413501229126,1.0
"x:1,y:7","x:8,y:0","x:2,y:3","x:8,y:18","[(3, 1), (0, 2)]",23.86971436852233,23.86971436852233,1.0
"x:5,y:3","x:10,y:18","x:6,y:2","x:16,y:14","[(3, 1), (0, 2)]",24.181665299405118,24.181665299405118,1.0
"x:14,y:19","x:13,y:7","x:16,y:20","x:17,y:18","[(3, 1), (0, 2)]",16.176835865719205,16.176835865719205,1.0
"x:11,y:10","x:14,y:4","x:3,y:6","x:8,y:0","[(3, 1), (0, 2)]",22.360679774997898,22.863578393426508,1.022490309931942
"x:18,y:8","x:16,y:8","x:14,y:16","x:17,y:13","[(3, 1), (0, 2)]",16.043291423591945,16.492422502470642,1.0279949461130053
"x:11,y:11","x:19,y:6","x:3,y:8","x:16,y:3","[(3, 1), (0, 2)]",22.220625564493417,22.22062556449342,1.0000000000000002
"x:15,y:12","x:20,y:9","x:10,y:18","x:13,y:12","[(3, 1), (0, 2)]",17.426022781770563,17.426022781770563,1.0
"x:5,y:1","x:9,y:0","x:10,y:0","x:19,y:2","[(3, 1), (0, 2)]",14.342650082910549,14.342650082910547,0.9999999999999999
"x:3,y:15","x:8,y:10","x:0,y:6","x:13,y:15","[(3, 1), (0, 2)]",23.08640753373011,23.08640753373011,1.0
"x:8,y:12","x:20,y:7","x:17,y:11","x:4,y:9","[(3, 1), (0, 2)]",19.055385138137417,19.055385138137417,1.0
"x:8,y:6","x:17,y:12","x:3,y:4","x:11,y:3","[(3, 1), (0, 2)]",20.444459320645755,20.44445932064576,1.0000000000000002
"x:18,y:13","x:15,y:14","x:20,y:3","x:5,y:20","[(3, 1), (0, 2)]",25.02222047704455,25.02222047704455,1.0
"x:9,y:15","x:2,y:14","x:5,y:8","x:20,y:0","[(3, 1), (0, 2)]",30.77927174436485,30.779271744364845,0.9999999999999999
"x:8,y:7","x:8,y:13","x:11,y:5","x:7,y:11","[(3, 1), (0, 2)]",9.964724878581439,9.964724878581439,1.0
"x:12,y:4","x:0,y:1","x:1,y:12","x:18,y:17","[(3, 1), (0, 2)]",37.732498957316594,37.732498957316594,1.0
"x:1,y:17","x:4,y:13","x:9,y:1","x:2,y:8","[(3, 1), (0, 2)]",26.0,26.0,1.0
"x:20,y:10","x:6,y:14","x:20,y:8","x:7,y:11","[(3, 1), (0, 2)]",18.20068247057368,18.20068247057368,1.0
"x:11,y:18","x:4,y:4","x:1,y:10","x:17,y:17","[(3, 1), (0, 2)]",25.597214937663285,25.59721493766329,1.0000000000000002
"x:16,y:8","x:13,y:16","x:6,y:16","x:0,y:5","[(3, 1), (0, 2)]",28.0739678314592,28.073967831459196,0.9999999999999999
"x:0,y:13","x:3,y:13","x:15,y:3","x:16,y:11","[(3, 1), (0, 2)]",31.240998703626616,31.240998703626616,1.0
"x:3,y:20","x:19,y:13","x:11,y:19","x:15,y:17","[(3, 1), (0, 2)]",18.19124795279051,18.19124795279051,1.0
"x:20,y:2","x:11,y:0","x:4,y:1","x:14,y:11","[(3, 1), (0, 2)]",27.10726609555033,27.10726609555033,1.0
"x:9,y:1","x:10,y:0","x:3,y:4","x:18,y:20","[(3, 1), (0, 2)]",29.146213536501108,29.1462135365011,0.9999999999999998
"x:3,y:20","x:8,y:16","x:19,y:7","x:9,y:13","[(3, 1), (0, 2)]",28.42534080710379,28.42534080710379,1.0
"x:2,y:13","x:2,y:3","x:7,y:6","x:0,y:5","[(3, 1), (0, 2)]",16.905590270826814,16.90559027082681,0.9999999999999998
"x:15,y:1","x:13,y:19","x:15,y:12","x:20,y:19","[(3, 1), (0, 2)]",25.280109889280517,25.280109889280517,1.0
"x:14,y:11","x:20,y:3","x:8,y:19","x:17,y:10","[(3, 1), (0, 2)]",20.778050766032287,20.778050766032287,1.0
"x:19,y:9","x:0,y:4","x:16,y:7","x:11,y:13","[(3, 1), (0, 2)]",25.62847135492254,25.62847135492254,1.0
"x:5,y:10","x:8,y:7","x:1,y:10","x:17,y:11","[(3, 1), (0, 2)]",18.091498488915388,18.091498488915388,1.0
"x:4,y:15","x:20,y:14","x:16,y:6","x:4,y:8","[(3, 1), (0, 2)]",28.109796970595596,28.109796970595596,1.0
"x:9,y:7","x:10,y:7","x:5,y:17","x:16,y:0","[(3, 1), (0, 2)]",20.989874071561893,20.989874071561893,1.0
"x:9,y:0","x:11,y:7","x:14,y:10","x:4,y:0","[(3, 1), (0, 2)]",16.5227505763998,16.5227505763998,1.0
"x:5,y:15","x:3,y:19","x:7,y:15","x:1,y:15","[(3, 1), (0, 2)]",10.47213595499958,10.47213595499958,1.0
"x:2,y:2","x:13,y:7","x:7,y:9","x:4,y:3","[(3, 1), (0, 2)]",17.162948564879176,18.973665961010276,1.10550153368381
"x:11,y:2","x:20,y:15","x:7,y:20","x:17,y:4","[(3, 1), (0, 2)]",31.654697848512257,31.65469784851226,1.0000000000000002
