"x:15,y:4","x:19,y:17","x:20,y:9","x:12,y:20","x:5,y:10","x:15,y:3","[(5, 3), (4, 1), (0, 2)]",36.89527446876181,46.61755807145224,1.263510266360046
"x:4,y:1","x:13,y:19","x:2,y:16","x:1,y:8","x:18,y:20","x:3,y:7","[(5, 3), (4, 1), (0, 2)]",32.88186202068073,32.88186202068072,0.9999999999999998
"x:13,y:12","x:4,y:16","x:10,y:1","x:10,y:3","x:15,y:11","x:0,y:0","[(5, 3), (4, 1), (0, 2)]",35.80297070427186,43.0537357072772,1.202518530177168
"x:7,y:12","x:6,y:9","x:20,y:19","x:4,y:18","x:15,y:12","x:10,y:2","[(5, 3), (4, 1), (0, 2)]",42.455414533259535,48.241662178829344,1.1362899811291882
"x:20,y:20","x:5,y:8","x:17,y:9","x:6,y:10","x:13,y:18","x:16,y:1","[(5, 3), (4, 1), (0, 2)]",39.25394244500077,43.37558680671163,1.1049995008141094
"x:1,y:9","x:14,y:8","x:3,y:2","x:14,y:12","x:3,y:12","x:20,y:17","[(5, 3), (4, 1), (0, 2)]",33.69591084065116,33.695910840651166,1.0000000000000002
"x:20,y:12","x:7,y:5","x:13,y:4","x:14,y:6","x:19,y:16","x:13,y:6","[(5, 3), (4, 1), (0, 2)]",21.691149530154448,21.691149530154448,1.0
"x:6,y:1","x:12,y:5","x:9,y:14","x:16,y:12","x:3,y:15","x:14,y:20","[(5, 3), (4, 1), (0, 2)]",36.88244397004059,41.59614348786987,1.1278033397585634
"x:16,y:20","x:2,y:0","x:17,y:16","x:8,y:16","x:1,y:11","x:0,y:4","[(5, 3), (4, 1), (0, 2)]",43.00707960965962,43.00707960965962,1.0
"x:15,y:17","x:15,y:5","x:3,y:8","x:6,y:15","x:2,y:3","x:12,y:11","[(5, 3), (4, 1), (0, 2)]",38.87947636748541,39.97017996543378,1.0280534539004367
"x:10,y:20","x:4,y:0","x:5,y:16","x:3,y:5","x:11,y:15","x:12,y:12","[(5, 3), (4, 1), (0, 2)]",31.16519517577818,33.907019046991515,1.0879771121518373
"x:18,y:20","x:4,y:13","x:7,y:15","x:16,y:5","x:7,y:8","x:1,y:15","[(5, 3), (4, 1), (0, 2)]",34.61193339987299,40.973173190977576,1.1837874734593108
"x:1,y:1","x:12,y:7","x:12,y:6","x:15,y:0","x:2,y:2","x:10,y:15","[(5, 3), (4, 1), (0, 2)]",28.138958360376794,28.138958360376797,1.0000000000000002
"x:18,y:2","x:0,y:18","x:7,y:3","x:4,y:3","x:14,y:6","x:15,y:1","[(5, 3), (4, 1), (0, 2)]",37.83083288720845,40.04834939252005,1.0586166451032961
"x:0,y:7","x:9,y:0","x:9,y:4","x:13,y:10","x:12,y:9","x:13,y:3","[(5, 3), (4, 1), (0, 2)]",25.981432165196985,30.4408905009681,1.1716402047206893
"x:13,y:10","x:16,y:2","x:16,y:13","x:6,y:1","x:17,y:4","x:20,y:1","[(5, 3), (4, 1), (0, 2)]",31.09975124224178,31.09975124224178,1.0
"x:17,y:9","x:8,y:4","x:18,y:17","x:7,y:7","x:14,y:8","x:9,y:12","[(5, 3), (4, 1), (0, 2)]",26.17510211320266,31.55682819835181,1.2056047789947157
"x:12,y:15","x:5,y:9","x:14,y:13","x:16,y:15","x:7,y:4","x:7,y:11","[(5, 3), (4, 1), (0, 2)]",20.27357041880592,26.66468775135262,1.3152437977386682
"x:2,y:1","x:13,y:14","x:8,y:1","x:3,y:17","x:17,y:17","x:0,y:13","[(5, 3), (4, 1), (0, 2)]",38.60583156950699,40.36869478609467,1.0456631328718764
"x:3,y:3","x:20,y:0","x:1,y:5","x:16,y:12","x:4,y:12","x:14,y:20","[(5, 3), (4, 1), (0, 2)]",44.945103985735535,51.535137317496925,1.1466240535087626
"x:2,y:9","x:6,y:17","x:18,y:7","x:4,y:2","x:4,y:15","x:0,y:12","[(5, 3), (4, 1), (0, 2)]",38.32882351107629,44.86488344505857,1.1705259732820519
"x:10,y:9","x:4,y:18","x:16,y:5","x:5,y:13","x:1,y:13","x:11,y:20","[(5, 3), (4, 1), (0, 2)]",29.993356191234128,29.99335619123413,1.0000000000000002
"x:1,y:17","x:9,y:1","x:0,y:12","x:9,y:16","x:9,y:14","x:16,y:18","[(5, 3), (4, 1), (0, 2)]",35.441387151171845,41.985390896489385,1.1846429914665788
"x:6,y:4","x:5,y:12","x:0,y:1","x:9,y:18","x:11,y:1","x:9,y:10","[(5, 3), (4, 1), (0, 2)]",33.073549530642794,33.716353626378506,1.019435594451093
"x:5,y:6","x:0,y:5","x:1,y:13","x:16,y:17","x:5,y:6","x:1,y:17","[(5, 3), (4, 1), (0, 2)]",32.161277261891335,32.161277261891335,1.0
"x:14,y:4","x:10,y:3","x:11,y:15","x:5,y:20","x:13,y:6","x:9,y:13","[(5, 3), (4, 1), (0, 2)]",27.665023678650815,35.472343606512254,1.2822090455641422
