"x:20,y:20","x:14,y:16","x:7,y:0","x:0,y:11","x:16,y:18","x:19,y:17","[(5, 3), (4, 1), (0, 2)]",42.116246100659524,55.80894711544761,1.325116844033582
"x:12,y:18","x:14,y:5","x:12,y:1","x:3,y:20","x:13,y:13","x:4,y:18","[(5, 3), (4, 1), (0, 2)]",29.9680679516278,30.165111335377702,1.006575111350787
"x:18,y:15","x:11,y:15","x:11,y:13","x:3,y:13","x:20,y:4","x:1,y:3","[(5, 3), (4, 1), (0, 2)]",38.37837891468452,38.37837891468452,1.0
"x:12,y:14","x:4,y:4","x:2,y:5","x:10,y:19","x:8,y:16","x:18,y:15","[(5, 3), (4, 1), (0, 2)]",31.78799120410418,31.787991204104184,1.0000000000000002
"x:11,y:3","x:6,y:5","x:0,y:10","x:4,y:20","x:11,y:16","x:20,y:3","[(5, 3), (4, 1), (0, 2)]",42.340718204934284,45.048790070904744,1.0639590441726345
"x:11,y:19","x:14,y:17","x:15,y:14","x:6,y:15","x:7,y:5","x:16,y:3","[(5, 3), (4, 1), (0, 2)]",32.440373251478995,34.28346026528146,1.056814605661741
"x:6,y:10","x:10,y:16","x:13,y:15","x:7,y:5","x:12,y:18","x:8,y:8","[(5, 3), (4, 1), (0, 2)]",19.192512120757115,19.19251212075712,1.0000000000000002
"x:4,y:14","x:1,y:17","x:3,y:15","x:19,y:16","x:20,y:20","x:4,y:4","[(5, 3), (4, 1), (0, 2)]",37.57511902503549,46.4633941281759,1.2365468249672966
"x:18,y:6","x:18,y:6","x:13,y:15","x:6,y:3","x:14,y:14","x:8,y:20","[(5, 3), (4, 1), (0, 2)]",34.54679605286142,40.094500302077705,1.1605852027703967
"x:11,y:5","x:8,y:9","x:3,y:2","x:11,y:8","x:6,y:6","x:16,y:16","[(5, 3), (4, 1), (0, 2)]",24.20181006768897,26.20181006768897,1.0826384470585584
"x:14,y:5","x:13,y:16","x:3,y:17","x:17,y:13","x:9,y:9","x:1,y:14","[(5, 3), (4, 1), (0, 2)]",34.610095399681924,38.899363117788,1.1239311151435165
"x:8,y:1","x:4,y:15","x:2,y:9","x:10,y:12","x:20,y:4","x:9,y:4","[(5, 3), (4, 1), (0, 2)]",35.25729466130306,35.25729466130306,1.0
"x:0,y:16","x:19,y:15","x:16,y:1","x:1,y:11","x:18,y:3","x:17,y:9","[(5, 3), (4, 1), (0, 2)]",50.37333381791625,50.37333381791625,1.0
"x:14,y:17","x:5,y:8","x:0,y:7","x:12,y:0","x:15,y:12","x:17,y:1","[(5, 3), (4, 1), (0, 2)]",36.69753396778201,36.69753396778201,1.0
"x:10,y:0","x:14,y:2","x:11,y:20","x:1,y:4","x:6,y:3","x:9,y:15","[(5, 3), (4, 1), (0, 2)]",49.64952161975523,62.802468057721136,1.2649158744911742
"x:20,y:11","x:11,y:14","x:8,y:6","x:9,y:10","x:17,y:8","x:10,y:17","[(5, 3), (4, 1), (0, 2)]",24.485441302143474,26.083517235933932,1.0652663725383034
"x:20,y:9","x:15,y:7","x:15,y:7","x:11,y:7","x:16,y:10","x:12,y:0","[(5, 3), (4, 1), (0, 2)]",18.356451097651515,18.356451097651515,1.0
"x:6,y:10","x:9,y:0","x:4,y:12","x:0,y:2","x:10,y:6","x:12,y:11","[(5, 3), (4, 1), (0, 2)]",29.59866144977002,29.59866144977002,1.0
"x:2,y:20","x:19,y:2","x:6,y:6","x:20,y:3","x:15,y:0","x:11,y:14","[(5, 3), (4, 1), (0, 2)]",40.34965487937315,41.7323275737085,1.0342672743662593
"x:11,y:11","x:18,y:18","x:4,y:9","x:20,y:1","x:0,y:1","x:12,y:17","[(5, 3), (4, 1), (0, 2)]",50.40387672281017,67.52111949143386,1.3396017108516838
"x:16,y:13","x:15,y:5","x:4,y:10","x:7,y:14","x:17,y:10","x:18,y:7","[(5, 3), (4, 1), (0, 2)]",28.92738292577706,28.92738292577706,1.0
"x:3,y:8","x:5,y:15","x:7,y:5","x:0,y:8","x:10,y:4","x:13,y:13","[(5, 3), (4, 1), (0, 2)]",31.491534884998273,34.33536949878308,1.0903047318642933
"x:14,y:8","x:7,y:16","x:2,y:0","x:5,y:13","x:16,y:18","x:0,y:6","[(5, 3), (4, 1), (0, 2)]",37.95001534732183,38.047606461123266,1.0025715698111917
"x:18,y:12","x:16,y:17","x:19,y:9","x:5,y:19","x:19,y:19","x:8,y:17","[(5, 3), (4, 1), (0, 2)]",23.758545018230862,23.75854501823086,0.9999999999999999
"x:13,y:5","x:13,y:4","x:7,y:19","x:0,y:15","x:4,y:0","x:17,y:19","[(5, 3), (4, 1), (0, 2)]",43.471335328655684,43.471335328655684,1.0
"x:14,y:13","x:2,y:1","x:9,y:11","x:20,y:5","x:13,y:0","x:1,y:5","[(5, 3), (4, 1), (0, 2)]",43.17560861646115,48.13522573504139,1.114870809642492
"x:7,y:4","x:18,y:5","x:5,y:19","x:19,y:16","x:12,y:17","x:19,y:12","[(5, 3), (4, 1), (0, 2)]",41.19569520891732,50.72636416092723,1.2313510890804649
"x:2,y:8","x:19,y:2","x:20,y:1","x:14,y:5","x:3,y:5","x:18,y:12","[(5, 3), (4, 1), (0, 2)]",29.469700865685322,29.469700865685326,1.0000000000000002
"x:9,y:13","x:13,y:11","x:11,y:7","x:4,y:8","x:0,y:11","x:20,y:20","[(5, 3), (4, 1), (0, 2)]",34.05374453226993,36.6366384301489,1.0758475736913857
"x:8,y:12","x:9,y:20","x:14,y:6","x:2,y:20","x:17,y:8","x:0,y:3","[(5, 3), (4, 1), (0, 2)]",44.270333166624795,50.63028052018221,1.143661610352464
"x:7,y:13","x:10,y:2","x:9,y:13","x:2,y:19","x:10,y:8","x:18,y:8","[(5, 3), (4, 1), (0, 2)]",31.20489933048644,31.20489933048644,1.0
"x:16,y:13","x:8,y:7","x:17,y:17","x:17,y:2","x:14,y:16","x:13,y:14","[(5, 3), (4, 1), (0, 2)]",32.987215730351316,44.34051447003471,1.3441726889740895
"x:2,y:4","x:3,y:16","x:10,y:8","x:9,y:8","x:14,y:16","x:11,y:7","[(5, 3), (4, 1), (0, 2)]",29.420743220670804,29.910452442728243,1.0166450323292096
"x:2,y:13","x:9,y:3","x:6,y:6","x:15,y:2","x:1,y:20","x:9,y:12","[(5, 3), (4, 1), (0, 2)]",32.1669327100809,34.45872877758153,1.07124695687203
"x:12,y:18","x:7,y:18","x:3,y:3","x:19,y:16","x:4,y:15","x:13,y:15","[(5, 3), (4, 1), (0, 2)]",36.139702824348326,43.21387445311649,1.1957451521710383
"x:3,y:18","x:12,y:9","x:10,y:15","x:4,y:10","x:1,y:18","x:13,y:18","[(5, 3), (4, 1), (0, 2)]",28.269609992486824,28.269609992486824,1.0
"x:19,y:10","x:12,y:4","x:16,y:12","x:3,y:15","x:19,y:20","x:0,y:12","[(5, 3), (4, 1), (0, 2)]",38.6781316820263,38.678131682026304,1.0000000000000002
"x:13,y:2","x:19,y:14","x:13,y:15","x:18,y:10","x:0,y:18","x:10,y:9","[(5, 3), (4, 1), (0, 2)]",37.87150925840549,37.871509258405496,1.0000000000000002
"x:8,y:20","x:10,y:13","x:13,y:20","x:20,y:5","x:16,y:11","x:19,y:5","[(5, 3), (4, 1), (0, 2)]",26.312869142116647,26.312869142116647,1.0
"x:13,y:15","x:15,y:7","x:17,y:0","x:4,y:8","x:2,y:18","x:1,y:14","[(5, 3), (4, 1), (0, 2)]",37.402991715820136,37.40299171582013,0.9999999999999998
"x:3,y:0","x:17,y:5","x:7,y:0","x:18,y:14","x:10,y:15","x:15,y:11","[(5, 3), (4, 1), (0, 2)]",32.15066013238784,32.15066013238784,1.0
"x:13,y:8","x:13,y:16","x:19,y:14","x:11,y:11","x:0,y:6","x:3,y:9","[(5, 3), (4, 1), (0, 2)]",27.804123341289856,32.19857206582587,1.1580502528562064
"x:7,y:14","x:0,y:4","x:12,y:15","x:0,y:5","x:0,y:20","x:19,y:0","[(5, 3), (4, 1), (0, 2)]",46.13680606082465,49.05371912183101,1.0632231250936799
"x:7,y:3","x:6,y:5","x:1,y:13","x:17,y:7","x:7,y:11","x:19,y:5","[(5, 3), (4, 1), (0, 2)]",30.048302151612155,30.048302151612155,1.0
"x:18,y:10","x:12,y:0","x:5,y:5","x:9,y:17","x:7,y:20","x:4,y:12","[(5, 3), (4, 1), (0, 2)]",40.27840044342169,49.27243342778269,1.2232966772599312
"x:16,y:2","x:2,y:15","x:6,y:5","x:20,y:13","x:13,y:20","x:17,y:4","[(5, 3), (4, 1), (0, 2)]",44.14574837712172,45.01658305477906,1.01972635439812
"x:12,y:12","x:11,y:7","x:14,y:17","x:11,y:7","x:6,y:10","x:14,y:2","[(5, 3), (4, 1), (0, 2)]",22.146088110417885,22.146088110417885,1.0
"x:5,y:1","x:3,y:12","x:16,y:17","x:4,y:13","x:7,y:10","x:16,y:10","[(5, 3), (4, 1), (0, 2)]",30.876398706785267,33.698448828284675,1.091398292537246
"x:16,y:19","x:14,y:13","x:17,y:14","x:6,y:8","x:8,y:11","x:5,y:8","[(5, 3), (4, 1), (0, 2)]",19.191403769561912,19.191403769561912,1.0
"x:13,y:16","x:18,y:3","x:12,y:13","x:17,y:14","x:5,y:2","x:15,y:13","[(5, 3), (4, 1), (0, 2)]",31.877056956984013,31.877056956984013,1.0
"x:5,y:6","x:19,y:8","x:9,y:6","x:11,y:17","x:19,y:5","x:3,y:11","[(5, 3), (4, 1), (0, 2)]",32.43504042825539,32.43504042825539,1.0
"x:13,y:16","x:18,y:5","x:8,y:16","x:3,y:8","x:17,y:20","x:15,y:16","[(5, 3), (4, 1), (0, 2)]",35.93941346542909,48.60009975875022,1.352278600915391
"x:20,y:17","x:11,y:14","x:18,y:10","x:5,y:1","x:19,y:8","x:5,y:9","[(5, 3), (4, 1), (0, 2)]",33.38868529098551,33.388685290985514,1.0000000000000002
"x:7,y:13","x:13,y:14","x:18,y:8","x:17,y:11","x:2,y:1","x:15,y:10","[(5, 3), (4, 1), (0, 2)]",28.95324412296597,28.953244122965966,0.9999999999999999
"x:19,y:10","x:17,y:16","x:20,y:12","x:20,y:15","x:7,y:20","x:18,y:5","[(5, 3), (4, 1), (0, 2)]",24.267694765529964,24.267694765529964,1.0
"x:0,y:20","x:4,y:1","x:9,y:8","x:8,y:0","x:4,y:13","x:14,y:18","[(5, 3), (4, 1), (0, 2)]",38.499028821579174,38.49902882157918,1.0000000000000002
"x:9,y:17","x:10,y:0","x:8,y:8","x:16,y:12","x:4,y:8","x:9,y:4","[(5, 3), (4, 1), (0, 2)]",31.931742202107387,43.325238232468124,1.3568078421229646
"x:18,y:18","x:13,y:10","x:17,y:12","x:11,y:10","x:16,y:0","x:10,y:13","[(5, 3), (4, 1), (0, 2)]",26.15748265437673,26.15748265437673,1.0
"x:14,y:4","x:5,y:11","x:19,y:1","x:16,y:15","x:14,y:1","x:0,y:19","[(5, 3), (4, 1), (0, 2)]",43.227171508081234,51.60359687219419,1.193776855433324
"x:2,y:8","x:10,y:17","x:3,y:14","x:17,y:9","x:1,y:13","x:9,y:7","[(5, 3), (4, 1), (0, 2)]",31.251882676762712,34.18081486489724,1.0937201837863142
"x:12,y:18","x:7,y:15","x:2,y:16","x:16,y:2","x:12,y:9","x:0,y:10","[(5, 3), (4, 1), (0, 2)]",39.771891232026185,41.82081562886936,1.0515168963147845
"x:7,y:1","x:11,y:18","x:19,y:8","x:6,y:6","x:12,y:11","x:0,y:17","[(5, 3), (4, 1), (0, 2)]",40.12607419337049,46.20739456727665,1.1515553289514402
"x:11,y:7","x:15,y:4","x:10,y:14","x:20,y:8","x:5,y:13","x:7,y:1","[(5, 3), (4, 1), (0, 2)]",35.166928249863595,35.166928249863595,1.0
"x:10,y:20","x:16,y:8","x:14,y:12","x:20,y:0","x:12,y:20","x:3,y:17","[(5, 3), (4, 1), (0, 2)]",31.976452880861807,33.149452096739196,1.0366832187499897
"x:10,y:14","x:3,y:0","x:9,y:12","x:20,y:11","x:12,y:18","x:13,y:10","[(5, 3), (4, 1), (0, 2)]",37.87817674718474,37.87817674718474,1.0
"x:0,y:3","x:13,y:16","x:2,y:5","x:19,y:7","x:15,y:10","x:16,y:19","[(5, 3), (4, 1), (0, 2)]",37.189656838887984,37.189656838887984,1.0
"x:8,y:3","x:8,y:15","x:4,y:19","x:4,y:10","x:5,y:2","x:3,y:19","[(5, 3), (4, 1), (0, 2)]",26.936774796096728,30.523081211283305,1.1331379291817167
"x:15,y:3","x:15,y:16","x:8,y:2","x:15,y:14","x:12,y:16","x:4,y:20","[(5, 3), (4, 1), (0, 2)]",32.015339721864635,32.015339721864635,1.0
"x:16,y:7","x:0,y:5","x:6,y:18","x:1,y:13","x:9,y:17","x:12,y:4","[(5, 3), (4, 1), (0, 2)]",37.50827362388431,41.119192048955476,1.0962699179727597
"x:4,y:15","x:2,y:19","x:14,y:17","x:4,y:9","x:13,y:2","x:9,y:14","[(5, 3), (4, 1), (0, 2)]",38.24201655863479,41.74532231208463,1.0916088132559219
"x:20,y:0","x:0,y:15","x:1,y:8","x:1,y:13","x:7,y:15","x:8,y:8","[(5, 3), (4, 1), (0, 2)]",34.98282839969251,34.98282839969251,1.0
"x:0,y:0","x:7,y:11","x:4,y:19","x:10,y:16","x:13,y:14","x:11,y:9","[(5, 3), (4, 1), (0, 2)]",33.20946078050274,33.20946078050274,1.0
"x:8,y:5","x:19,y:7","x:18,y:15","x:15,y:18","x:11,y:20","x:8,y:8","[(5, 3), (4, 1), (0, 2)]",31.983590006151115,35.08756358995941,1.0970489423861216
"x:12,y:11","x:5,y:11","x:10,y:2","x:16,y:11","x:19,y:18","x:12,y:14","[(5, 3), (4, 1), (0, 2)]",32.11228396737897,34.11903939390456,1.0624918311187126
"x:8,y:18","x:6,y:12","x:16,y:13","x:8,y:12","x:9,y:13","x:19,y:8","[(5, 3), (4, 1), (0, 2)]",23.778166102867786,28.186773244895647,1.1854056836408489
"x:2,y:5","x:6,y:10","x:17,y:7","x:14,y:15","x:1,y:6","x:10,y:4","[(5, 3), (4, 1), (0, 2)]",34.34891336731746,37.836261387840814,1.1015271715652444
"x:7,y:0","x:2,y:17","x:10,y:4","x:0,y:15","x:5,y:5","x:3,y:14","[(5, 3), (4, 1), (0, 2)]",25.309268755800243,25.309268755800243,1.0
"x:10,y:14","x:11,y:20","x:18,y:10","x:14,y:7","x:0,y:10","x:11,y:9","[(5, 3), (4, 1), (0, 2)]",34.402915330030375,34.413111231467404,1.000296367367103
"x:7,y:11","x:3,y:5","x:2,y:1","x:1,y:3","x:20,y:3","x:11,y:5","[(5, 3), (4, 1), (0, 2)]",28.70624466139482,28.70624466139482,1.0
"x:2,y:3","x:8,y:20","x:6,y:6","x:8,y:16","x:12,y:17","x:12,y:1","[(5, 3), (4, 1), (0, 2)]",31.131394328709884,31.13139432870988,0.9999999999999999
"x:1,y:12","x:10,y:13","x:0,y:5","x:12,y:18","x:0,y:2","x:20,y:6","[(5, 3), (4, 1), (0, 2)]",36.71817337287109,36.7181733728711,1.0000000000000002
"x:14,y:5","x:6,y:8","x:8,y:1","x:17,y:19","x:14,y:6","x:4,y:11","[(5, 3), (4, 1), (0, 2)]",34.36110123814623,34.36110123814623,1.0
"x:13,y:14","x:2,y:1","x:14,y:18","x:0,y:2","x:8,y:13","x:0,y:4","[(5, 3), (4, 1), (0, 2)]",25.49978769550253,25.499787695502533,1.0000000000000002
"x:8,y:8","x:3,y:10","x:18,y:7","x:15,y:9","x:8,y:8","x:5,y:16","[(5, 3), (4, 1), (0, 2)]",26.11371236717032,30.930342960118256,1.1844483283427492
"x:4,y:2","x:12,y:18","x:13,y:5","x:11,y:4","x:11,y:17","x:19,y:16","[(5, 3), (4, 1), (0, 2)]",30.740465404575588,35.625880575891514,1.158924567569779
"x:6,y:1","x:14,y:13","x:6,y:17","x:13,y:13","x:14,y:4","x:5,y:5","[(5, 3), (4, 1), (0, 2)]",30.72936711923374,30.729367119233743,1.0000000000000002
"x:2,y:10","x:8,y:16","x:1,y:13","x:2,y:7","x:20,y:8","x:2,y:20","[(5, 3), (4, 1), (0, 2)]",34.86665312481779,35.27132367975372,1.0116062345728243
"x:1,y:13","x:8,y:12","x:17,y:14","x:5,y:20","x:1,y:17","x:14,y:15","[(5, 3), (4, 1), (0, 2)]",31.179956067609155,44.071100150538356,1.4134433048903805
"x:0,y:18","x:9,y:9","x:3,y:2","x:12,y:0","x:4,y:20","x:13,y:0","[(5, 3), (4, 1), (0, 2)]",35.994270843179926,35.994270843179926,1.0
"x:2,y:10","x:12,y:18","x:5,y:2","x:14,y:20","x:11,y:19","x:10,y:20","[(5, 3), (4, 1), (0, 2)]",26.928780056167763,26.928780056167767,1.0000000000000002
"x:6,y:2","x:20,y:0","x:18,y:17","x:1,y:16","x:11,y:2","x:10,y:1","[(5, 3), (4, 1), (0, 2)]",51.45909204211809,68.2054018664029,1.325429562779272
"x:19,y:1","x:7,y:19","x:7,y:9","x:16,y:19","x:4,y:8","x:2,y:17","[(5, 3), (4, 1), (0, 2)]",41.18919202645173,41.189192026451735,1.0000000000000002
"x:15,y:8","x:15,y:17","x:20,y:12","x:10,y:7","x:10,y:20","x:2,y:7","[(5, 3), (4, 1), (0, 2)]",32.40416345773641,32.40416345773641,1.0
"x:9,y:0","x:16,y:18","x:7,y:7","x:8,y:8","x:14,y:6","x:20,y:9","[(5, 3), (4, 1), (0, 2)]",33.89260776508618,39.22599841137911,1.1573614719545722
"x:9,y:1","x:10,y:3","x:14,y:16","x:7,y:11","x:10,y:16","x:13,y:0","[(5, 3), (4, 1), (0, 2)]",35.32898756076654,42.83666177003784,1.2125074825979079
"x:1,y:3","x:9,y:6","x:9,y:1","x:17,y:11","x:7,y:18","x:20,y:16","[(5, 3), (4, 1), (0, 2)]",40.67666933873366,40.67666933873366,1.0
"x:4,y:14","x:12,y:9","x:16,y:11","x:1,y:20","x:9,y:0","x:5,y:17","[(5, 3), (4, 1), (0, 2)]",31.555227727729697,39.02309588029597,1.2366602522092958
"x:12,y:4","x:2,y:14","x:1,y:6","x:8,y:10","x:11,y:2","x:0,y:13","[(5, 3), (4, 1), (0, 2)]",30.546720598453053,38.608978346751606,1.2639320225002104
"x:14,y:10","x:19,y:10","x:5,y:17","x:10,y:4","x:4,y:3","x:12,y:4","[(5, 3), (4, 1), (0, 2)]",35.56169592996806,35.56169592996806,1.0
"x:1,y:6","x:17,y:19","x:6,y:13","x:13,y:1","x:7,y:0","x:11,y:20","[(5, 3), (4, 1), (0, 2)]",49.40814191531321,52.84481615118295,1.0695568402827267
"x:5,y:9","x:2,y:11","x:14,y:11","x:15,y:8","x:2,y:15","x:14,y:4","[(5, 3), (4, 1), (0, 2)]",24.110479018542918,24.110479018542918,1.0
"x:13,y:5","x:18,y:16","x:0,y:9","x:16,y:6","x:13,y:10","x:18,y:8","[(5, 3), (4, 1), (0, 2)]",32.40242496955667,32.40242496955667,1.0
"x:4,y:19","x:8,y:4","x:14,y:6","x:10,y:9","x:9,y:7","x:14,y:7","[(5, 3), (4, 1), (0, 2)]",22.53238538235835,22.532385382358353,1.0000000000000002
"x:16,y:0","x:10,y:3","x:6,y:14","x:16,y:4","x:13,y:11","x:16,y:1","[(5, 3), (4, 1), (0, 2)]",31.929598064748795,35.57492488203569,1.114167638749936
"x:14,y:2","x:17,y:10","x:15,y:20","x:13,y:1","x:14,y:2","x:12,y:8","[(5, 3), (4, 1), (0, 2)]",30.244935856167245,30.24493585616724,0.9999999999999998
"x:11,y:12","x:20,y:12","x:6,y:8","x:9,y:4","x:19,y:13","x:15,y:15","[(5, 3), (4, 1), (0, 2)]",23.601470508735446,23.601470508735446,1.0
"x:7,y:19","x:7,y:10","x:10,y:20","x:18,y:3","x:10,y:15","x:11,y:6","[(5, 3), (4, 1), (0, 2)]",27.26585691036997,27.26585691036997,1.0
"x:13,y:2","x:7,y:18","x:4,y:9","x:2,y:10","x:0,y:11","x:18,y:8","[(5, 3), (4, 1), (0, 2)]",33.118121013954216,33.118121013954216,1.0
"x:4,y:11","x:5,y:19","x:3,y:12","x:5,y:11","x:1,y:14","x:4,y:19","[(5, 3), (4, 1), (0, 2)]",16.88840561167142,18.716832736417608,1.108265230406509
"x:1,y:3","x:11,y:0","x:13,y:9","x:19,y:2","x:8,y:16","x:4,y:19","[(5, 3), (4, 1), (0, 2)]",44.151055874349304,44.151055874349304,1.0
"x:15,y:9","x:3,y:16","x:4,y:0","x:14,y:18","x:10,y:0","x:8,y:8","[(5, 3), (4, 1), (0, 2)]",48.37962313716458,49.57223920437824,1.0246512062285478
"x:1,y:11","x:19,y:0","x:13,y:1","x:10,y:4","x:0,y:0","x:3,y:8","[(5, 3), (4, 1), (0, 2)]",30.53721598649757,30.53721598649757,1.0
"x:0,y:6","x:17,y:20","x:1,y:17","x:1,y:18","x:15,y:17","x:4,y:16","[(5, 3), (4, 1), (0, 2)]",29.583519567088636,29.583519567088636,1.0
"x:2,y:18","x:17,y:12","x:1,y:13","x:9,y:1","x:16,y:11","x:6,y:12","[(5, 3), (4, 1), (0, 2)]",33.06388246167093,33.06388246167093,1.0
"x:14,y:10","x:5,y:18","x:16,y:8","x:16,y:17","x:4,y:7","x:19,y:9","[(5, 3), (4, 1), (0, 2)]",34.7564822002929,36.625430564606624,1.0537726560917022
