"x:14.0,y:5.0","x:2,y:4","x:14,y:5","x:5,y:10","x:2.0,y:4.0","x:5.0,y:10.0","[(5, 3), (4, 1), (0, 2)]",30.841474010550122,33.615258932553964,1.0899368467620905
"x:18.0,y:12.0","x:10,y:1","x:18,y:12","x:6,y:11","x:10.0,y:1.0","x:6.0,y:11.0","[(5, 3), (4, 1), (0, 2)]",36.2652875819271,36.82706820855323,1.015490863690437
"x:4.0,y:3.0","x:0,y:16","x:4,y:3","x:6,y:14","x:0.0,y:16.0","x:6.0,y:14.0","[(5, 3), (4, 1), (0, 2)]",37.49551035479482,37.49551035479482,1.0
"x:17.0,y:10.0","x:9,y:10","x:17,y:10","x:6,y:18","x:9.0,y:10.0","x:6.0,y:18.0","[(5, 3), (4, 1), (0, 2)]",32.006382124409,41.63201123595259,1.3007409295473855
"x:19.0,y:9.0","x:16,y:16","x:19,y:9","x:7,y:9","x:16.0,y:16.0","x:7.0,y:9.0","[(5, 3), (4, 1), (0, 2)]",43.97920146184402,46.35725022245603,1.0540721223116156
"x:11.0,y:20.0","x:17,y:20","x:11,y:20","x:19,y:9","x:17.0,y:20.0","x:19.0,y:9.0","[(5, 3), (4, 1), (0, 2)]",40.36067977499789,40.3606797749979,1.0000000000000002
"x:3.0,y:7.0","x:9,y:3","x:3,y:7","x:0,y:7","x:9.0,y:3.0","x:0.0,y:7.0","[(5, 3), (4, 1), (0, 2)]",14.84161925296378,14.84161925296378,1.0
"x:15.0,y:11.0","x:8,y:17","x:15,y:11","x:4,y:9","x:8.0,y:17.0","x:4.0,y:9.0","[(5, 3), (4, 1), (0, 2)]",29.344156254790995,29.344156254790995,1.0
"x:18.0,y:7.0","x:4,y:15","x:18,y:7","x:8,y:17","x:4.0,y:15.0","x:8.0,y:17.0","[(5, 3), (4, 1), (0, 2)]",39.21092303032721,39.236343649661464,1.0006483045378605
"x:8.0,y:2.0","x:11,y:2","x:8,y:2","x:8,y:11","x:11.0,y:2.0","x:8.0,y:11.0","[(5, 3), (4, 1), (0, 2)]",21.486832980505138,24.0,1.1169631197754941
"x:2.0,y:3.0","x:8,y:3","x:2,y:3","x:15,y:15","x:8.0,y:3.0","x:15.0,y:15.0","[(5, 3), (4, 1), (0, 2)]",30.55334704060059,30.55334704060059,1.0
"x:10.0,y:19.0","x:17,y:13","x:10,y:19","x:14,y:6","x:17.0,y:13.0","x:14.0,y:6.0","[(5, 3), (4, 1), (0, 2)]",39.65633252918513,45.77733124212792,1.154351104163201
"x:5.0,y:5.0","x:17,y:14","x:5,y:5","x:19,y:19","x:17.0,y:14.0","x:19.0,y:19.0","[(5, 3), (4, 1), (0, 2)]",35.54248309063252,35.54248309063252,1.0
"x:20.0,y:19.0","x:19,y:19","x:20,y:19","x:4,y:10","x:19.0,y:19.0","x:4.0,y:10.0","[(5, 3), (4, 1), (0, 2)]",36.85041543522172,41.28970923617125,1.1204679444863581
"x:19.0,y:19.0","x:18,y:17","x:19,y:19","x:16,y:4","x:18.0,y:17.0","x:16.0,y:4.0","[(5, 3), (4, 1), (0, 2)]",36.111532996391965,36.11153299639197,1.0000000000000002
"x:13.0,y:10.0","x:12,y:6","x:13,y:10","x:11,y:8","x:12.0,y:6.0","x:11.0,y:8.0","[(5, 3), (4, 1), (0, 2)]",27.185473756301494,27.18547375630149,0.9999999999999999
"x:4.0,y:14.0","x:7,y:12","x:4,y:14","x:2,y:1","x:7.0,y:12.0","x:2.0,y:1.0","[(5, 3), (4, 1), (0, 2)]",28.45300053389813,28.453000533898127,0.9999999999999999
