"x:20,y:6","x:11,y:2","x:16,y:12","x:1,y:8","x:17,y:15","x:17,y:6","x:11,y:13","x:7,y:12","[(6, 3), (4, 1), (0, 2), (5, 7)]",45.372874603623906,53.96286433039397,1.189319936235294
"x:0,y:17","x:0,y:12","x:3,y:15","x:12,y:12","x:11,y:12","x:11,y:11","x:15,y:2","x:20,y:3","[(6, 3), (4, 1), (0, 2), (5, 7)]",40.325829844703875,42.83256827328237,1.0621621039971658
"x:3,y:10","x:6,y:13","x:15,y:9","x:1,y:0","x:17,y:7","x:16,y:2","x:0,y:1","x:0,y:15","[(6, 3), (4, 1), (0, 2), (5, 7)]",46.27521452144984,56.12407232324595,1.212832245158602
"x:7,y:16","x:5,y:15","x:15,y:6","x:11,y:0","x:12,y:19","x:3,y:9","x:0,y:4","x:13,y:17","[(6, 3), (4, 1), (0, 2), (5, 7)]",48.60150474214785,52.80178592557987,1.086422862948716
"x:10,y:0","x:20,y:11","x:20,y:18","x:13,y:10","x:5,y:19","x:6,y:12","x:15,y:14","x:3,y:5","[(6, 3), (4, 1), (0, 2), (5, 7)]",53.22274147883165,53.81961724139881,1.0112146752681757
"x:14,y:1","x:10,y:13","x:1,y:10","x:18,y:5","x:7,y:1","x:10,y:9","x:5,y:0","x:18,y:2","[(6, 3), (4, 1), (0, 2), (5, 7)]",48.722363647592566,51.77945683538306,1.06274517406221
"x:14,y:8","x:6,y:17","x:19,y:3","x:18,y:1","x:8,y:14","x:11,y:0","x:10,y:11","x:3,y:9","[(6, 3), (4, 1), (0, 2), (5, 7)]",40.63090073095101,44.09641726735251,1.0852926337850444
"x:6,y:15","x:20,y:12","x:19,y:16","x:4,y:18","x:18,y:2","x:8,y:11","x:4,y:19","x:5,y:5","[(6, 3), (4, 1), (0, 2), (5, 7)]",43.14544062617147,46.73556241947044,1.083209760781102
"x:19,y:13","x:1,y:20","x:4,y:1","x:9,y:11","x:20,y:5","x:11,y:5","x:0,y:14","x:16,y:20","[(6, 3), (4, 1), (0, 2), (5, 7)]",67.14617579496507,69.24737743456524,1.0312929457965903
"x:17,y:16","x:5,y:8","x:20,y:5","x:16,y:10","x:1,y:20","x:15,y:20","x:9,y:10","x:6,y:13","[(6, 3), (4, 1), (0, 2), (5, 7)]",45.94879356411623,47.47974785660665,1.0333187048829509
"x:20,y:1","x:1,y:16","x:11,y:18","x:5,y:2","x:10,y:1","x:20,y:2","x:18,y:3","x:5,y:15","[(6, 3), (4, 1), (0, 2), (5, 7)]",49.22283889479509,50.15565796714301,1.0189509401182986
"x:0,y:11","x:2,y:8","x:13,y:17","x:19,y:20","x:18,y:5","x:6,y:6","x:19,y:16","x:0,y:19","[(6, 3), (4, 1), (0, 2), (5, 7)]",55.700205290329386,66.55511647092803,1.1948809905460664
"x:13,y:15","x:13,y:9","x:18,y:18","x:17,y:10","x:14,y:17","x:19,y:3","x:6,y:5","x:5,y:3","[(6, 3), (4, 1), (0, 2), (5, 7)]",42.20362374550427,50.52049398629684,1.1970653110487586
"x:14,y:14","x:10,y:1","x:18,y:8","x:15,y:19","x:4,y:1","x:19,y:3","x:2,y:4","x:6,y:7","[(6, 3), (4, 1), (0, 2), (5, 7)]",48.33516740718574,51.454105165581986,1.06452729814964
"x:10,y:15","x:16,y:13","x:11,y:14","x:10,y:13","x:3,y:8","x:10,y:7","x:6,y:17","x:6,y:15","[(6, 3), (4, 1), (0, 2), (5, 7)]",27.47065040520403,29.00190786038118,1.055741579925864
"x:7,y:17","x:8,y:9","x:14,y:4","x:20,y:7","x:12,y:13","x:3,y:5","x:17,y:16","x:2,y:12","[(6, 3), (4, 1), (0, 2), (5, 7)]",45.883576039474875,49.176593245768615,1.0717689746645003
"x:13,y:3","x:7,y:17","x:9,y:7","x:7,y:8","x:4,y:13","x:10,y:8","x:0,y:15","x:7,y:1","[(6, 3), (4, 1), (0, 2), (5, 7)]",32.225996745074056,32.885178618173306,1.020454972372577
"x:12,y:2","x:17,y:19","x:19,y:9","x:19,y:0","x:20,y:11","x:5,y:14","x:8,y:5","x:10,y:3","[(6, 3), (4, 1), (0, 2), (5, 7)]",45.107217624550046,56.17170498819585,1.2452930583247468
"x:6,y:15","x:6,y:14","x:18,y:0","x:13,y:4","x:1,y:0","x:18,y:20","x:18,y:4","x:8,y:7","[(6, 3), (4, 1), (0, 2), (5, 7)]",49.411776187594214,53.256767971972806,1.0778152918401658
